sent_id	id1	id2	out1	out2	label
76	1092	767	malaria incidence during the study period	preventing clinical episodes of malaria	1
596	913	246	Apgar scores less than 8	episiotomy	0
683	1816	851	pain	pain	1
446	695	675	an ASAS40	various infections	0
69	396	800	the use of rescue NSAIDs	PVF	0
577	1660	641	The number of destroyed alveolar attachments, expressed as a percentage over the total number of alveolar attachments,	the airway smooth muscle area	0
418	1492	998	the differences between groups in changes over time in perceived stress, as measured by the Perceived Stress Scale (PSS) 11	perceived stress	1
314	1372	821	target vessel revascularization (TVR)	myocardial infarction	0
249	1619	952	sucrose/pacifier effect on pain reduction	inexpensive	0
57	273	1002	Client Satisfaction Questionnaire (CSQ)	alliance	0
365	625	388	self-reported withdrawal symptom severity during the detoxification period	relapse rate	0
204	1273	125	the percentage of patients who had a CSTE	two serious treatment-related adverse events	0
94	1121	781	the patient's death or institutionalization	no personal contact	0
603	1717	363	school rule infractions	infractions	1
704	1839	1029	1) defecation frequency > 3/week; 2) normalization of stool consistency; 3) no more painful defecation; 4) absence of abdominal or rectal palpable mass at physical examination	the presence of an abdominal or rectal mass	0
489	768	1091	peak systolic and end-diastolic blood flow velocities in the short posterior ciliary artery (SPCA) under the new therapy	IOP	0
276	1337	65	cumulative survival without mechanical ventilation or oxygen dependency at 30 days; mortality at 30 days; therapy failure; crossover rate; and persisting pulmonary problems defined as oxygen dependency or still being on a ventilator at 30 days	crossover	0
416	654	118	SHBG and sex hormones [ie, testosterone, estradiol, dehydroepiandrosterone sulfate]	SHBG	0
344	941	306	the Gastrointestinal Symptom Rating Scale-IBS version (GSRS-IBS) 42	IBS-related fear	0
453	707	1069	health-related quality of life (HRQoL)	exercise tolerance	0
625	937	816	cure and severity of IAD	healed	0
222	383	997	PCR-adjusted 42-day cure rates after starting treatment	effective	0
437	1852	630	(1) anti-malarial consumption recorded from routine statistics in ledger books of all HF before and after intervention; (2) anti-malarial prescription recorded during observed consultations in cross-sectional surveys conducted in all HF before and 18 months after m RDT implementation	the amount of artemether-lumefantrine blisters	0
719	1862	928	pain severity	the necessary ROM for discharge	0
301	507	873	the change from baseline to 52 weeks of carotid arterial wall volume, reflecting plaque burden, as measured by carotid cardiovascular magnetic resonance	the respective volumes	0
97	1122	89	days alive and off assisted breathing	FEV1/FVC	0
453	707	1069	health-related quality of life (HRQoL)	HRQoL	1
331	721	637	change in body weight	weight loss	1
751	1933	937	abstinence from illicit opiates at final prescription as indicated by a urine sample	abstinent	1
598	913	248	caesarean birth	intervention during labour and delivery	0
73	112	1072	claim duration (in days) during 12 months follow-up	functional status	0
407	650	170	trough forced expiratory volume in one second (FEV 1 ) at 24 h post-dose after 14 days	24-h bronchodilation	0
277	475	666	the shortened version of the Chedoke Arm & Hand Activity Inventory (CAHAI-7)	effective	0
529	1610	299	improvement in attention scores for the intervention group	learning mean score	0
435	1496	908	1) physical activity, 2) work productivity, and 3) sickness absence	the QQ index	0
166	237	611	Aberrant Behaviour Checklist-Community (ABC-C)	The ABC-C Irritability Subscale scores	0
594	1707	533	CR	complete response for acute nausea and vomiting	1
613	929	227	the percentage of days on which the prescribed dose of medication was taken, measured objectively over 12 weeks with an electronic medication-monitoring device (TrackCap, Aardex, Switzerland)	treatment satisfaction	0
360	1436	650	gastric emptying T half	GE T half	1
586	1683	108	the clinical and laboratory adverse event profile and the effect of ferroquine on the cardiovascular system	slightly elevated liver parameters	0
29	45	552	the proportion with peak flow compared to best/predicted	our primary outcome measure (the proportion with peak flow compared to best/predicted)	1
237	1965	199	to test the effect of TA on the incidence of IR and VS in patients undergoing elective CPB	plasminogen activator inhibitor 1	0
114	166	350	the percentage of patients who reached 25(OH)D levels of 30 ng/ml or above on day 7	ionized calcium levels	0
605	924	821	unexpected ocular or systemic findings, adverse event rate, and temporary and permanent discontinuation	a line of visual acuity (VA)	0
423	660	860	clinical response at the test-of-cure visit (14–35 days after therapy) for the m-mITT and ME populations	Corresponding clinical cure rates	0
26	1039	155	intestinal volume	effective	0
192	302	211	u-AQP2 CR	u-ENaC β-CR	0
164	1227	686	the ratio of expiratory time to reach PTEF to the total expiratory time	t PTEF / t E	1
752	1936	54	Clinical Global Impression–Improvement (CGI) scale for changes in overall functioning and subscales, as rated by the parent or primary caretaker and also as rated separately by the treating physician (without knowledge of the parental ratings)	mean physician CGI scores	1
456	709	39	perinatal mortality (stillbirth or death during the first seven days after birth)	early neonatal mortality	0
653	1962	879	trough FEV 1 after 12 weeks of treatment (average of the 23 h 10 min and 23 h 45 min post-dose values assessed on the morning of Day 85)	peak FEV 1	1
28	472	985	death from any cause, recurrent infarction and unstable angina within one year (per protocol and adjusted for 2 days PCI delay)	risk of recurrent ischemia	0
709	1843	666	Weight-for-age Z-score	appetites	0
367	1444	134	the Premature Infant Pain Profile (PIPP) score in the first minute after skin puncture	PIPP scores	1
524	813	297	the 11-point NRS in patients' daily pain diaries	diabetes	0
314	1372	821	cardiac death	myocardial infarction	0
598	913	248	instrumental birth	intervention during labour and delivery	0
378	884	261	ACR 50 improvement	swollen 28-joint count	0
119	1145	1057	the number of additional donors deferred by the HQ	a blood contact	0
37	62	580	weight gain after eight weeks	the primary endpoint of the trial: weight gain after eight weeks	1
203	360	84	the prevalence of arm, shoulder and neck symptoms	receiving information on healthy computer use	0
314	1372	821	cardiac death	target lesion revascularization	0
457	1518	544	pain catastrophising	pain acceptance	0
5	1016	99	blood pressure	90% of all possible pedometer diaries were submitted	0
389	1697	714	the change in IOP from baseline to week 4 at 8 a.m. and 4 p.m. for the per protocol (PP) population using a "worse eye" analysis	Least squares mean IOP changes	1
564	861	938	changes in lifestyle according to established goals	the proportion of participants with unhealthy diet	0
391	632	216	WOMAC Pain, Physical Function and Total scores	quality of life	0
170	1912	965	knowledge of labour analgesia, decisional conflict (uncertainty regarding analgesia decision) and anxiety	likely to consider their care providers opinion	0
577	881	375	the overall discomfort reported during WC versus SC pH-metry	costly	0
530	814	645	to decrease reintubation rates, defined by the necessity of mechanical positive-pressure ventilation through orotracheal intubation in the first 48 hours after extubation, in the treatment group	mean SAPS II	0
553	854	333	time to achieve haemostasis at the suture line	mean blood loss during the operation	0
143	215	47	The PCR-corrected ACPR rate at follow-up on day 28 after the first malaria episode	PCR-corrected ACPRs at day 28 for the first episode	1
295	1350	1011	the maximum change in estimated glomerular filtration rate (eGFR) within 48 hours	MBL levels	0
423	1493	207	response rate	systolic and diastolic blood pressure	0
531	1610	301	improvement in attention scores for the intervention group	academic skills	0
575	881	372	the overall discomfort reported during WC versus SC pH-metry	the failure rate	0
296	501	312	disease-free survival (DFS) at three years	frequently recorded Grade 3/4 toxicity	0
255	437	1079	comet assay	tail moment	0
96	141	192	coma recovery time; time to sit unsupported, begin oral intake; duration of hospitalization; death and adverse effects	total coma duration	0
264	1329	349	the percentage of children who had ≤ 4 days with pain and no missed activities during the previous month 41	days with missed activities	0
71	396	802	force platform variables PVF and impulse, the validated HCPI and the use of rescue NSAIDs	veterinary assessment	0
671	998	337	sRaw	airway resistance	0
501	852	851	a reduction in depression	depressive status	1
109	210	854	blood pressure	baseline glycated hemoglobin A1c	0
390	632	215	Physical Function	hamstring strength in both legs	0
330	1402	130	the patient assessment of spinal pain (100-mm VAS), patient global assessment of disease activity (100-mm VAS), and the Bath Ankylosing Spondylitis Functional Index (100-mm VAS)	Response rates	0
47	1808	333	the mean change in self-reported symptoms of depression as measured on the BDI	the overall recruitment yield	0
212	378	277	the duration of the weaning process	PSV levels	0
418	655	102	attitudes	attitude scores	1
268	1333	354	sexual activity	bothered by the impact of kidney disease on their sex life	0
599	1712	275	safety, tolerability and level at which dose limiting toxicity occurred	was still alive	0
263	461	324	10-year CVD risk	Prevalence of high blood pressure	0
